,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx1,Fft_gx2,Fft_gx3,Fft_gy1,Fft_gy2,Fft_gy3,Fft_gz1,Fft_gz2,Fft_gz3
737,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.16,-3.23,0.23,-0.71,0.01,0.67,0.24,606960,41220,T,0.7906098047606221,0.12731991249283658,0.13531645267649223,0.7788478870487955,0.1048589973746671,0.11477206563944684,0.2876267873973416,0.05440021914889779,0.056326577017744704
738,2.24,2.09,0.9,-28.31,-55.56,0.88,-9.16,-3.19,0.2,-0.71,0.01,0.67,0.24,606999,41259,T,0.7036099744944022,0.12772230603083626,0.1359037121725854,0.7064248122825417,0.10443776726278882,0.11482871500334678,0.24806387365890534,0.05501947534744729,0.05662911695331439
739,-0.03,0.02,0.02,-28.31,-55.56,0.88,-9.16,-3.19,0.2,-0.71,0.01,0.67,0.24,607039,41299,T,0.5831888844653064,0.11959594253775102,0.12843693638240267,0.6005303226821473,0.09695362793062381,0.10837263029284532,0.1969880199345973,0.052033397522978315,0.05343967586807608
740,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.16,-3.19,0.2,-0.71,0.01,0.67,0.24,607080,41340,T,0.44578414494379176,0.10559964730567412,0.11164860181057244,0.4758090908159371,0.08487742638059076,0.09374318863709949,0.14148314934198833,0.04649594827736435,0.046437568662016995
741,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.2,-3.11,0.23,-0.71,0.01,0.67,0.24,607120,41380,T,0.30934122285485316,0.08563831949110969,0.09245412643307813,0.34857659746610115,0.06818280646117854,0.07762598282688553,0.08918841567173151,0.038310503094764393,0.038294431638481126
742,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.2,-3.04,0.31,-0.71,0.01,0.67,0.24,607161,41421,T,0.1899400415875244,0.06388388031984855,0.06816401504547492,0.23364198139963532,0.0504920476569602,0.057158856912615595,0.047298995594800185,0.02915751293368588,0.028049053213198116
743,-0.02,-0.19,0.12,-28.31,-55.56,0.88,-9.09,-3.08,0.5,-0.71,0.01,0.67,0.24,607202,41462,T,0.09888683963690088,0.04136485410768418,0.04420387945230708,0.14165261202868012,0.03268139166871377,0.03703830167363186,0.023158192198206532,0.019508935986827014,0.017876237083477825
744,-0.02,-0.19,0.12,-28.63,-55.94,2.88,-9.09,-3.08,0.5,-0.71,0.01,0.67,0.24,607241,41501,T,0.04080888230795768,0.022134559582879923,0.024793190037344384,0.07721284536394275,0.018443693774783994,0.021289086663388284,0.019392022322664248,0.011201271549060093,0.009829434314044925
745,0.0,-0.07,0.04,-28.63,-55.94,2.88,-9.09,-3.08,0.5,-0.71,0.01,0.67,0.24,607283,41543,T,0.01312008872576418,0.007546328363851031,0.0077880122473049825,0.03813999104415608,0.009623285049638,0.00788724929925245,0.018580043260728252,0.005319037207712633,0.0042564201300449465
746,0.0,-0.07,0.04,-28.63,-55.94,2.88,-9.16,-3.04,0.5,-0.71,0.01,0.67,0.24,607325,41585,T,0.006192885915488475,0.0009439300361456242,0.0011309481123907958,0.01754097245000834,0.0060409399920352685,0.005706819192605612,0.013419764557711924,0.0044689952706700245,0.003847905698927707
